term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
exercise—cardio,exercise—cardio,treatment_physical_rehab,0.5570687,0.40700352,0.15006518,-1,0.0,noise
Physical activity,physical activity,treatment_physical_rehab,0.5952583,0.44754326,0.14771503,-1,0.0,noise
Strength Exercise,strength exercise,treatment_physical_rehab,0.51510644,0.36801085,0.14709559,-1,0.0,noise
Exercise: Body Pump,exercise: body pump,treatment_physical_rehab,0.5461894,0.39922094,0.14696848,-1,0.0,noise
Neck exercises,neck exercises,treatment_physical_rehab,0.5293972,0.38290554,0.14649165,-1,0.0,noise
big back roller ,big back roller,treatment_physical_rehab,0.525362,0.3794435,0.14591852,-1,0.0,noise
neck brace,neck brace,treatment_physical_rehab,0.4746424,0.3289022,0.14574018,-1,0.0,noise
Compression socks,compression socks,treatment_physical_rehab,0.49201798,0.34654558,0.1454724,-1,0.0,noise
outdoor exercise,outdoor exercise,treatment_physical_rehab,0.48299965,0.33828145,0.1447182,-1,0.0,noise
AM: Pilates,am: pilates,treatment_physical_rehab,0.5303058,0.38653708,0.14376873,-1,0.0,noise
splint,splint,treatment_physical_rehab,0.6005161,0.45674792,0.14376816,-1,0.0,noise
elbow brace,elbow brace,treatment_physical_rehab,0.45493236,0.31188667,0.1430457,-1,0.0,noise
neck stretches,neck stretches,treatment_physical_rehab,0.50337493,0.3616864,0.14168853,-1,0.0,noise
weight training,weight training,treatment_physical_rehab,0.4890992,0.34890926,0.14018995,-1,0.0,noise
physio therapy,physio therapy,treatment_physical_rehab,0.5858495,0.44577324,0.14007628,-1,0.0,noise
Movement,movement,treatment_physical_rehab,0.5295365,0.39040372,0.13913277,-1,0.0,noise
Exercise,exercise,treatment_physical_rehab,0.66881204,0.5321946,0.13661742,-1,0.0,noise
cross training,cross training,treatment_physical_rehab,0.4808673,0.3447075,0.1361598,-1,0.0,noise
compression arm sleeves,compression arm sleeves,treatment_physical_rehab,0.4779294,0.34184325,0.13608617,-1,0.0,noise
Compression Tights,compression tights,treatment_physical_rehab,0.5219587,0.38592207,0.13603663,-1,0.0,noise
Worked out weights,worked out weights,treatment_physical_rehab,0.48741472,0.35196787,0.13544685,-1,0.0,noise
fitness,fitness,treatment_physical_rehab,0.60170734,0.47081232,0.13089502,-1,0.0,noise
Cardio,cardio,treatment_physical_rehab,0.6435559,0.5127008,0.13085508,-1,0.0,noise
Compression gloves,compression gloves,treatment_physical_rehab,0.4836532,0.35417435,0.12947884,-1,0.0,noise
Strength Training,strength training,treatment_physical_rehab,0.50896806,0.38092515,0.1280429,-1,0.0,noise
compression clothes,compression clothes,treatment_physical_rehab,0.48881346,0.36118096,0.1276325,-1,0.0,noise
shoulder stretching,shoulder stretching,treatment_physical_rehab,0.6050662,0.47761387,0.12745231,-1,0.0,noise
exercise - gym,exercise - gym,treatment_physical_rehab,0.59808683,0.4720645,0.12602234,-1,0.0,noise
Physio,physio,treatment_physical_rehab,0.5089656,0.3830191,0.12594652,-1,0.0,noise
self physical  therapy,self physical therapy,treatment_physical_rehab,0.5568204,0.43464404,0.12217635,-1,0.0,noise
wrist pt,wrist pt,treatment_physical_rehab,0.45455068,0.33296666,0.12158403,-1,0.0,noise
gym workout,gym workout,treatment_physical_rehab,0.56488925,0.44371033,0.121178925,-1,0.0,noise
weights,weights,treatment_physical_rehab,0.45704895,0.33733743,0.11971152,-1,0.0,noise
Excercise,excercise,treatment_physical_rehab,0.62184346,0.50257134,0.11927211,-1,0.0,noise
Braces or bandages,braces or bandages,treatment_physical_rehab,0.47035843,0.35126907,0.119089365,-1,0.0,noise
Phyical Therapy - stretches,phyical therapy - stretches,treatment_physical_rehab,0.5028198,0.39008233,0.11273745,-1,0.0,noise
neck stretch,neck stretch,treatment_physical_rehab,0.53189814,0.42044312,0.11145502,-1,0.0,noise
stretches,stretches,treatment_physical_rehab,0.6268067,0.51626676,0.11053991,-1,0.0,noise
Piriformis stretch,piriformis stretch,treatment_physical_rehab,0.46142876,0.35208395,0.10934481,-1,0.0,noise
Acupressure,acupressure,treatment_physical_rehab,0.49653512,0.38853288,0.108002245,-1,0.0,noise
walk,walk,treatment_physical_rehab,0.47773552,0.37150532,0.1062302,-1,0.0,noise
exercise 60 minutes,exercise 60 minutes,treatment_physical_rehab,0.46672893,0.36185634,0.104872584,-1,0.0,noise
Used wheelchair,used wheelchair,treatment_physical_rehab,0.45848617,0.35435605,0.10413012,-1,0.0,noise
Kinesiotherapy,kinesiotherapy,treatment_physical_rehab,0.52512187,0.4223119,0.102809966,-1,0.0,noise
Light Excercise,light excercise,treatment_physical_rehab,0.5445365,0.44263858,0.101897895,-1,0.0,noise
neck raises,neck raises,treatment_physical_rehab,0.5360953,0.4345423,0.10155302,-1,0.0,noise
ice lower back ,ice lower back,treatment_physical_rehab,0.54918534,0.44853422,0.100651115,-1,0.0,noise
OT exercises,ot exercises,treatment_physical_rehab,0.57219845,0.4719274,0.100271046,-1,0.0,noise
Excercise--sitting,excercise--sitting,treatment_physical_rehab,0.59446836,0.49717954,0.09728882,-1,0.0,noise
More stretching,more stretching,treatment_physical_rehab,0.6231702,0.52622885,0.09694135,-1,0.0,noise
Gentle exercise,gentle exercise,treatment_physical_rehab,0.62035835,0.5245173,0.09584105,-1,0.0,noise
Kinesiotape,kinesiotape,treatment_physical_rehab,0.5032736,0.40879735,0.09447625,-1,0.0,noise
Wristies,wristies,treatment_physical_rehab,0.45610356,0.3635126,0.09259096,-1,0.0,noise
Chest Physiotherapy,chest physiotherapy,treatment_physical_rehab,0.5269111,0.4344828,0.09242827,-1,0.0,noise
Wheelchair,wheelchair,treatment_physical_rehab,0.51857424,0.4263441,0.09223014,-1,0.0,noise
Pelvic squeeze,pelvic squeeze,treatment_physical_rehab,0.45549417,0.36371508,0.09177908,-1,0.0,noise
Spinning,spinning,treatment_physical_rehab,0.5163811,0.42519855,0.09118253,-1,0.0,noise
Stretching,stretching,treatment_physical_rehab,0.67822284,0.5873219,0.09090096,-1,0.0,noise
fiber therapy,fiber therapy,treatment_physical_rehab,0.46055168,0.37095487,0.08959681,-1,0.0,noise
workout,workout,treatment_physical_rehab,0.6419362,0.55487925,0.087056935,-1,0.0,noise
body pump,body pump,treatment_physical_rehab,0.56061167,0.4748973,0.08571437,-1,0.0,noise
Osteopathy,osteopathy,treatment_physical_rehab,0.5135586,0.4292421,0.08431652,-1,0.0,noise
rest foot on pillow,rest foot on pillow,treatment_physical_rehab,0.5109217,0.42676806,0.08415365,-1,0.0,noise
gym,gym,treatment_physical_rehab,0.6122023,0.52901137,0.08319092,-1,0.0,noise
"Sun Salutations, push ups.","sun salutations, push ups",treatment_physical_rehab,0.49070606,0.40838456,0.082321495,-1,0.0,noise
Feet numb,feet numb,treatment_physical_rehab,0.47052836,0.39058203,0.07994634,-1,0.0,noise
light exercise,light exercise,treatment_physical_rehab,0.5234368,0.44385052,0.07958627,-1,0.0,noise
Foot rub,foot rub,treatment_physical_rehab,0.49322176,0.41416496,0.0790568,-1,0.0,noise
moderate exercise,moderate exercise,treatment_physical_rehab,0.5204902,0.44254354,0.07794669,-1,0.0,noise
Time Stretching,time stretching,treatment_physical_rehab,0.5656755,0.49184066,0.07383484,-1,0.0,noise
braces,braces,treatment_physical_rehab,0.45764852,0.39044273,0.06720579,-1,0.0,noise
tramagetic,tramagetic,treatment_physical_rehab,0.5030739,0.4360043,0.06706956,-1,0.0,noise
heat lower back ,heat lower back,treatment_physical_rehab,0.4845873,0.41770536,0.066881955,-1,0.0,noise
light workout,light workout,treatment_physical_rehab,0.54980713,0.48304173,0.0667654,-1,0.0,noise
work out,work out,treatment_physical_rehab,0.4912244,0.42464736,0.06657705,-1,0.0,noise
Sport,sport,treatment_physical_rehab,0.4956389,0.42910343,0.06653547,-1,0.0,noise
exercise--other,exercise--other,treatment_physical_rehab,0.606768,0.54134333,0.06542468,-1,0.0,noise
Foam Roller,foam roller,treatment_physical_rehab,0.5483626,0.48432106,0.064041555,-1,0.0,noise
massage chair,massage chair,treatment_physical_rehab,0.5430012,0.48108137,0.06191981,-1,0.0,noise
neuromuscular massage,neuromuscular massage,treatment_physical_rehab,0.55247605,0.49558336,0.056892693,-1,0.0,noise
Brace,brace,treatment_physical_rehab,0.4799373,0.42483085,0.05510643,-1,0.0,noise
Desloratadine Allergy Control,desloratadine allergy control,treatment_respiratory_allergy,0.49751568,0.32676482,0.17075086,-1,0.0,noise
antihistamine nose spray,antihistamine nose spray,treatment_respiratory_allergy,0.56902826,0.40070277,0.16832548,-1,0.0,noise
Antihistimine - Loratadine,antihistimine - loratadine,treatment_respiratory_allergy,0.66632485,0.51404595,0.1522789,-1,0.0,noise
Allergy Pill,allergy pill,treatment_respiratory_allergy,0.636017,0.4939326,0.14208442,-1,0.0,noise
allergy drops,allergy drops,treatment_respiratory_allergy,0.4705494,0.32937932,0.14117008,-1,0.0,noise
 allergy pills,allergy pills,treatment_respiratory_allergy,0.6172309,0.48021433,0.13701656,-1,0.0,noise
antihistamines,antihistamines,treatment_respiratory_allergy,0.6650626,0.53019845,0.13486415,-1,0.0,noise
"Mometasone Furoate, Nasal Spray","mometasone furoate, nasal spray",treatment_respiratory_allergy,0.6214278,0.4880451,0.13338268,-1,0.0,noise
allergy meds,allergy meds,treatment_respiratory_allergy,0.62315094,0.49015248,0.13299847,-1,0.0,noise
Nasal spray,nasal spray,treatment_respiratory_allergy,0.63574517,0.50288916,0.13285601,-1,0.0,noise
Allergy medicine,allergy medicine,treatment_respiratory_allergy,0.67716956,0.54791814,0.12925142,-1,0.0,noise
nose spray,nose spray,treatment_respiratory_allergy,0.5441059,0.4159949,0.12811098,-1,0.0,noise
Extra antihistamines,extra antihistamines,treatment_respiratory_allergy,0.5878923,0.46058857,0.12730372,-1,0.0,noise
Antihistamine,antihistamine,treatment_respiratory_allergy,0.7007501,0.57367516,0.12707496,-1,0.0,noise
Allergy Nasal,allergy nasal,treatment_respiratory_allergy,0.48264825,0.35762018,0.12502807,-1,0.0,noise
colloidal silver edta nasal spray,colloidal silver edta nasal spray,treatment_respiratory_allergy,0.47126004,0.34910855,0.122151494,-1,0.0,noise
allergy,allergy,treatment_respiratory_allergy,0.54781866,0.4266156,0.121203065,-1,0.0,noise
Allegra Allergy,allegra allergy,treatment_respiratory_allergy,0.4582953,0.3395345,0.118760794,-1,0.0,noise
fluticasone fuorate inhaler,fluticasone fuorate inhaler,treatment_respiratory_allergy,0.5444366,0.42612743,0.11830914,-1,0.0,noise
Olaptadine nasal spray,olaptadine nasal spray,treatment_respiratory_allergy,0.5521343,0.43886617,0.11326811,-1,0.0,noise
Omnair nasel spray,omnair nasel spray,treatment_respiratory_allergy,0.58343637,0.47025588,0.11318049,-1,0.0,noise
Allergy med,allergy med,treatment_respiratory_allergy,0.6893035,0.5806421,0.10866141,-1,0.0,noise
Antihistamine - Fexo,antihistamine - fexo,treatment_respiratory_allergy,0.62038124,0.5136378,0.106743455,-1,0.0,noise
antihistemine,antihistemine,treatment_respiratory_allergy,0.6922901,0.58575237,0.10653776,-1,0.0,noise
oral benadryl,oral benadryl,treatment_respiratory_allergy,0.61327004,0.5080129,0.10525715,-1,0.0,noise
sinus spray,sinus spray,treatment_respiratory_allergy,0.49838567,0.39477682,0.10360885,-1,0.0,noise
Benadryl,benadryl,treatment_respiratory_allergy,0.69523406,0.59223145,0.10300261,-1,0.0,noise
sumitriptan nasal spray,sumitriptan nasal spray,treatment_respiratory_allergy,0.55663455,0.45399952,0.102635026,-1,0.0,noise
Beconase Nasal Spray,beconase nasal spray,treatment_respiratory_allergy,0.55497825,0.4533139,0.101664364,-1,0.0,noise
cold and flu tablets,cold and flu tablets,treatment_respiratory_allergy,0.49494416,0.39507455,0.09986961,-1,0.0,noise
allergy pellets,allergy pellets,treatment_respiratory_allergy,0.45166194,0.3536529,0.09800905,-1,0.0,noise
Diphenhydramine,diphenhydramine,treatment_respiratory_allergy,0.66636443,0.56842595,0.09793848,-1,0.0,noise
Antihistimine - Allersoothe 25,antihistimine - allersoothe 25,treatment_respiratory_allergy,0.6225369,0.52474153,0.09779537,-1,0.0,noise
Desloratadine,desloratadine,treatment_respiratory_allergy,0.68013823,0.5823934,0.09774482,-1,0.0,noise
throat spray,throat spray,treatment_respiratory_allergy,0.57014024,0.47244462,0.09769562,-1,0.0,noise
Saline nasal spray,saline nasal spray,treatment_respiratory_allergy,0.5477792,0.45046824,0.09731096,-1,0.0,noise
nasal rinse,nasal rinse,treatment_respiratory_allergy,0.4639051,0.3673824,0.09652269,-1,0.0,noise
Allergy Shots,allergy shots,treatment_respiratory_allergy,0.48901945,0.39267635,0.0963431,-1,0.0,noise
Benedryl,benedryl,treatment_respiratory_allergy,0.6848278,0.5925118,0.09231603,-1,0.0,noise
Benadryl at bedtime,benadryl at bedtime,treatment_respiratory_allergy,0.5434468,0.45165431,0.091792464,-1,0.0,noise
Benadryl pill,benadryl pill,treatment_respiratory_allergy,0.6729653,0.58225524,0.090710044,-1,0.0,noise
nasel spray,nasel spray,treatment_respiratory_allergy,0.5745944,0.48589024,0.08870414,-1,0.0,noise
nasal saline spray,nasal saline spray,treatment_respiratory_allergy,0.54119,0.45262426,0.08856577,-1,0.0,noise
Chlorhexidine,chlorhexidine,treatment_respiratory_allergy,0.65150595,0.5651717,0.08633423,-1,0.0,noise
antihistamine sleep aid,antihistamine sleep aid,treatment_respiratory_allergy,0.48088902,0.39511365,0.085775375,-1,0.0,noise
ventalin inhaler,ventalin inhaler,treatment_respiratory_allergy,0.47614467,0.39069828,0.08544639,-1,0.0,noise
Prolamine iodine,prolamine iodine,treatment_respiratory_allergy,0.5215395,0.43819463,0.08334488,-1,0.0,noise
Dulera Inhaler,dulera inhaler,treatment_respiratory_allergy,0.5338241,0.45114762,0.08267647,-1,0.0,noise
ratinadine,ratinadine,treatment_respiratory_allergy,0.6538799,0.57183063,0.08204925,-1,0.0,noise
Clonidine,clonidine,treatment_respiratory_allergy,0.6473545,0.56634814,0.08100635,-1,0.0,noise
Loratadine,loratadine,treatment_respiratory_allergy,0.71839464,0.63833904,0.080055594,-1,0.0,noise
Antihistimine - Phenergan,antihistimine - phenergan,treatment_respiratory_allergy,0.623247,0.5435288,0.07971823,-1,0.0,noise
Zicam nasal spray,zicam nasal spray,treatment_respiratory_allergy,0.51259434,0.43329373,0.07930061,-1,0.0,noise
Cold and Flu Medicine,cold and flu medicine,treatment_respiratory_allergy,0.59712136,0.51804674,0.07907462,-1,0.0,noise
2 benadryl,2 benadryl,treatment_respiratory_allergy,0.5955393,0.5170239,0.07851535,-1,0.0,noise
💉Benadryl (50mg),benadryl (50mg,treatment_respiratory_allergy,0.6476811,0.5702851,0.077396035,-1,0.0,noise
Antihistimine - Fexo,antihistimine - fexo,treatment_respiratory_allergy,0.55837625,0.48103273,0.07734352,-1,0.0,noise
Fexofenadine,fexofenadine,treatment_respiratory_allergy,0.6750424,0.59855974,0.07648265,-1,0.0,noise
Zyrtec,zyrtec,treatment_respiratory_allergy,0.6505897,0.5753852,0.07520449,-1,0.0,noise
clonidine patch,clonidine patch,treatment_respiratory_allergy,0.5313736,0.45617586,0.07519776,-1,0.0,noise
Clydamiacin,clydamiacin,treatment_respiratory_allergy,0.58841705,0.5133959,0.07502115,-1,0.0,noise
capryl,capryl,treatment_respiratory_allergy,0.57547104,0.50045127,0.07501978,-1,0.0,noise
dayquil for cold,dayquil for cold,treatment_respiratory_allergy,0.5111114,0.4364879,0.074623466,-1,0.0,noise
Pholcodine (cough),pholcodine (cough,treatment_respiratory_allergy,0.6361299,0.5615151,0.07461482,-1,0.0,noise
quietapine,quietapine,treatment_respiratory_allergy,0.7011317,0.6265372,0.0745945,-1,0.0,noise
cetirizine liquid,cetirizine liquid,treatment_respiratory_allergy,0.55515707,0.48102924,0.07412782,-1,0.0,noise
iv benadryl ,iv benadryl,treatment_respiratory_allergy,0.6688991,0.59518313,0.073715985,-1,0.0,noise
benedryl 1 pill,benedryl 1 pill,treatment_respiratory_allergy,0.59726834,0.52362627,0.073642075,-1,0.0,noise
Claritin spray,claritin spray,treatment_respiratory_allergy,0.62521076,0.55189264,0.073318124,-1,0.0,noise
flo nasal flush,flo nasal flush,treatment_respiratory_allergy,0.4525423,0.38007325,0.072469056,-1,0.0,noise
Hydroxyzine Pamoate,hydroxyzine pamoate,treatment_respiratory_allergy,0.6127835,0.5406666,0.07211691,-1,0.0,noise
Benadryl 25mg,benadryl 25mg,treatment_respiratory_allergy,0.59247833,0.5209985,0.07147986,-1,0.0,noise
Omnicef Antibacterial,omnicef antibacterial,treatment_respiratory_allergy,0.49289012,0.42181808,0.07107204,-1,0.0,noise
albuterol - inhaler,albuterol - inhaler,treatment_respiratory_allergy,0.5314848,0.46052206,0.07096273,-1,0.0,noise
salbutamol tablets,salbutamol tablets,treatment_respiratory_allergy,0.58743393,0.5181813,0.06925261,-1,0.0,noise
AllergyReleaf,allergyreleaf,treatment_respiratory_allergy,0.529984,0.46073744,0.06924656,-1,0.0,noise
diphenhydramine citrate,diphenhydramine citrate,treatment_respiratory_allergy,0.5505233,0.48132905,0.06919423,-1,0.0,noise
Hayfever medication,hayfever medication,treatment_respiratory_allergy,0.55604386,0.48777345,0.068270415,-1,0.0,noise
Ventolin,ventolin,treatment_respiratory_allergy,0.53820306,0.47014368,0.068059385,-1,0.0,noise
Hayfever tablets,hayfever tablets,treatment_respiratory_allergy,0.5437962,0.47621053,0.06758565,-1,0.0,noise
VIP Nasal Spray,vip nasal spray,treatment_respiratory_allergy,0.5051832,0.438007,0.06717622,-1,0.0,noise
Hexamine Hippurate Antibacterial,hexamine hippurate antibacterial,treatment_respiratory_allergy,0.45038477,0.38326055,0.06712422,-1,0.0,noise
benedryl 25mg,benedryl 25mg,treatment_respiratory_allergy,0.5911593,0.52411234,0.06704694,-1,0.0,noise
IV benedryl,iv benedryl,treatment_respiratory_allergy,0.65520203,0.5883745,0.066827536,-1,0.0,noise
clonodine,clonodine,treatment_respiratory_allergy,0.62945926,0.56330585,0.06615341,-1,0.0,noise
Diphenoxylate,diphenoxylate,treatment_respiratory_allergy,0.5450245,0.4791962,0.06582832,-1,0.0,noise
Cetirizine hydrochloride,cetirizine hydrochloride,treatment_respiratory_allergy,0.52325475,0.4578154,0.06543934,-1,0.0,noise
hydoxizine,hydoxizine,treatment_respiratory_allergy,0.6010591,0.53625584,0.06480324,-1,0.0,noise
nasal strip,nasal strip,treatment_respiratory_allergy,0.46273303,0.3996256,0.06310743,-1,0.0,noise
Low dose allergen,low dose allergen,treatment_respiratory_allergy,0.5712892,0.5089234,0.06236577,-1,0.0,noise
Cough drops,cough drops,treatment_respiratory_allergy,0.49859285,0.43673414,0.061858714,-1,0.0,noise
Nizatidine,nizatidine,treatment_respiratory_allergy,0.6458092,0.58476245,0.06104672,-1,0.0,noise
bendryl,bendryl,treatment_respiratory_allergy,0.53801537,0.47707397,0.0609414,-1,0.0,noise
Zyrtec-d,zyrtec-d,treatment_respiratory_allergy,0.6008203,0.54011106,0.060709238,-1,0.0,noise
Fluoxitine,fluoxitine,treatment_respiratory_allergy,0.7014645,0.6408913,0.06057316,-1,0.0,noise
Arginine & Citrulline,arginine & citrulline,treatment_respiratory_allergy,0.5393347,0.4797518,0.05958292,-1,0.0,noise
Fluticasone,fluticasone,treatment_respiratory_allergy,0.63248634,0.5730727,0.05941367,-1,0.0,noise
nabutamone,nabutamone,treatment_respiratory_allergy,0.6840305,0.625247,0.05878347,-1,0.0,noise
cough medicine,cough medicine,treatment_respiratory_allergy,0.61879075,0.5609687,0.05782205,-1,0.0,noise
Salbutamol,salbutamol,treatment_respiratory_allergy,0.6876254,0.6299519,0.057673514,-1,0.0,noise
Iodine,iodine,treatment_respiratory_allergy,0.57411045,0.5165914,0.05751902,-1,0.0,noise
Benadryl liquigel,benadryl liquigel,treatment_respiratory_allergy,0.61875945,0.56132424,0.057435215,-1,0.0,noise
Intal Inhaler,intal inhaler,treatment_respiratory_allergy,0.4660573,0.4089619,0.05709541,-1,0.0,noise
anti  histamines ,anti histamines,treatment_respiratory_allergy,0.63583183,0.57928467,0.056547165,-1,0.0,noise
Hydrazine sulfate,hydrazine sulfate,treatment_respiratory_allergy,0.5665998,0.510429,0.05617076,-1,0.0,noise
Cold and Flu Medication,cold and flu medication,treatment_respiratory_allergy,0.5665016,0.51035744,0.056144178,-1,0.0,noise
